1.552718810982801187e+02,-3.116339286526913099e+01,-4.427517338851788509e+01,-1.690110319196142257e+02,-2.553366212301618816e+02
2.781051099006509020e+01,-1.121374691314986016e+00,-2.948667467525390151e+01,-1.150795532580683300e+02,-1.740900238556923227e+02
4.779404921274497307e-15,-1.119228341538519120e-15,3.374371825461131906e-15,-2.110889509349441755e-15,4.305090670531204425e-16
8.919963754633690201e+01,-9.873910868262953500e+01,-7.166914754158355549e+01,-3.365691933687859319e+02,-6.175364492973683355e+02
2.002744329332588435e+01,-1.238182636499086664e+00,-2.194000445645882635e+01,-8.199843258908396137e+01,-1.178809451740648484e+02
4.604282950173636202e+00,-2.993937291780357501e-01,-5.829197559788755756e-01,-1.938408077876218982e+01,-2.926031345138187234e+01
3.750695522248071345e+00,-2.092764567055186653e+00,2.514772478193715299e-01,-1.573556833279620371e+01,-2.308263211223167133e+01
3.769969221672121762e+01,-3.521478032191457164e+00,-4.434835035782443313e+00,-5.656963457651610128e+01,-7.198388801960400940e+01
-2.442981997569246388e+00,-3.444239824359766544e+01,-3.822139242236934820e+01,-1.415811253422195932e+02,-2.438755843950450242e+02
-4.748611071706430486e+00,-1.703060894150880245e+01,7.065949365629317747e+00,-9.212048246139364949e+01,-1.285991387802285715e+02
1.449728573169892343e+01,-1.473014983037655945e+01,-1.054364958593091828e+01,-7.139574923728301314e+01,-1.112589274595071913e+02
5.934976308898684216e+00,5.895653167073040990e+00,-1.808587084389943200e+00,-1.781935217791523485e+01,-3.272527029621470973e+01
7.715239137105388068e+01,-2.108585887340127840e+01,-3.627046080811044249e+01,-2.370380424785867604e+02,-3.504228537292426608e+02
1.107940780281738924e+00,5.783467268133513084e-01,1.374525616328616806e+00,-4.352527699507309222e+00,-1.432284257214117318e+01
1.704753032989962946e+01,-1.009131040020582191e+02,-6.541381415496698537e+01,-3.116258481328658831e+02,-4.679051124217351116e+02
5.818195919513806302e+01,-1.697061539022553944e+01,-5.339192460183173949e+01,-2.690803242165952156e+02,-3.938542320784823687e+02
3.303863506297134478e+01,-1.313573222218876779e+01,-1.649432416413684521e+01,-9.768348426130657458e+01,-1.147806874537550641e+02
1.147261533775993270e+00,-2.825669496296556171e-01,5.031583555481967673e-01,-9.039705067430441332e-01,-1.533940720086860221e+00
3.585914456810988327e+01,-5.065370052804587964e+00,-2.988481237656338863e+01,-1.458432576070698303e+02,-2.601986024974071938e+02
-1.058693280111371848e+02,-9.034158545352856606e+01,-2.677820513164895289e+01,-1.402226199071729127e+02,-2.425626250081757576e+02
