-2.685372752358487247e+01,-4.871362191564643496e+01,3.023408356722155759e+02,8.228271993493763148e+01,-3.732162998299014021e+02
-2.672934005745446129e+01,-1.109833456970129895e+01,-2.922221960983391682e+02,1.781960696191155193e+02,-3.677991544397510779e+02
-1.875247086659959805e+01,-3.235006429080138446e+01,-3.039812988032695102e+02,1.677971522502605239e+02,-4.050053659413711102e+02
4.833364675182288295e+00,-7.383408020849290665e+01,2.760562999754295106e+02,4.567297589638705801e+00,-4.888926852738166531e+02
-1.796299845808271698e+02,-2.483791330305886902e+01,2.699677242893768039e+02,-1.744873623272065686e+02,-9.069575520834522422e+02
-1.372284300521273792e+02,-1.140027202095193530e+02,-3.421746448849077069e+02,2.020494025176833190e+02,-4.625729388903593531e+02
-2.962606132177652896e+01,-2.259521745751807131e+01,-2.736110529182932964e+02,2.235497916397204392e+02,-2.815848867266106481e+02
-4.687479969860331153e+01,-3.556050119323685976e+01,4.280650663258806077e+01,-1.234892042971948314e+02,-2.639356274544254006e+02
-2.926823386217674638e+01,-2.313727107890360557e+01,-2.870538688109285204e+02,2.305528983516917378e+02,-3.186817129722837194e+02
-6.055778226739412418e+01,3.725218448725156009e+02,1.150841095359562871e+01,-1.340843675599283245e+02,-8.735590350316567765e+02
3.373592223807273172e+01,4.411042388925754665e+01,-2.366872703834481513e+02,4.665960347185579167e+02,-6.131666247340716609e+02
3.008227549872929885e+01,4.772055174218733953e+01,-2.374947049399483205e+02,4.743324339664101217e+02,-5.948573472862558447e+02
-1.708029788626395629e+01,-2.181940205607991956e+01,-2.951731989349015066e+02,1.691947621206100223e+02,-3.710937580660935282e+02
-2.962651233166088716e+01,-2.261288695848875818e+01,-2.734497791842479728e+02,2.247169416639068515e+02,-2.828492225705309693e+02
-2.260723805576623491e+01,-2.701337976640565586e+01,-3.209761448357822928e+02,1.786957174795523713e+02,-3.896113682998455943e+02
-4.677149007204972975e+01,-6.575796575824237777e+01,3.281312132869673519e+02,2.573596886960355334e+01,-4.896555686262278186e+02
-2.683007333411742223e+01,-3.351253632531406623e+01,-2.865347344348936076e+02,1.892359812889394561e+02,-3.721769246936834179e+02
-1.391663557168412524e+02,3.250386890777672875e+02,5.560954264786307277e+00,-1.554194871130956130e+02,-2.245205159839514408e+02
2.918914009162564227e+01,4.781091543592904003e+01,-2.410128480585944146e+02,4.791776535776654669e+02,-6.008598482753942562e+02
-2.569414470562454511e+01,-5.066574236593723413e+01,3.185918545258742824e+02,1.287361943869632626e+02,-3.038135617105108963e+02
1.175646590436534495e+02,-6.985031925457469981e+01,2.705788278950989252e+02,-2.544961946595952895e+01,-5.734018957466041684e+02
6.001147033500279093e+01,8.173417322073918001e+01,2.798724111450620171e+02,-1.248479412396730623e+02,-7.907441876974049819e+02
-2.962606132177652896e+01,-2.259521745751807131e+01,-2.736110529182932964e+02,2.235497916397204392e+02,-2.815848867266106481e+02
-1.202568000949962794e+02,-6.823119838870161402e+01,-1.995224752304972426e+01,-1.008927866575723726e+02,-1.736616926674547585e+02
-4.065739179523276192e+01,-8.293339391127068438e+01,3.364372956747599801e+02,7.753945971639275569e+00,-5.204280062820820376e+02
-2.750878810561424359e+01,-3.622275439994903934e+01,3.277903797200138456e+02,1.071286252975029356e+02,-3.722740855570527856e+02
-1.967786226775500040e+02,-1.604113238852600034e+02,-6.668926704153172125e+01,-1.261616772091799845e+02,-3.472779959815180746e+02
-2.050648058110972016e+01,-5.565096563419697162e+01,3.020229895369037081e+02,1.191290280875962111e+02,-3.778143824236280466e+02
8.232755267109359565e+00,1.093366205648273315e+01,2.399133265310739116e+00,1.031549718302601626e+01,-2.450940184057920845e+01
-1.982466598473869226e+02,-1.816634980915511335e+02,-3.671285508579961743e+02,4.857533853308500937e+01,-7.044177043896432906e+02
-2.820408663766101043e+01,-5.577605464409307956e+01,3.084307165833050135e+02,1.127183964252303383e+02,-3.350895110526292342e+02
-5.104834711673039749e+01,-5.429428546558355606e+01,-2.976202305638721555e+02,5.453316667677912477e+01,-5.459326242452090128e+02
-2.822235172406967152e+01,-2.242236830616056764e+01,-2.836524857333087084e+02,2.205671662117544258e+02,-3.112487738968308122e+02
4.748330402014058649e+01,3.695774175971556019e+02,-5.150879633462562168e+00,-4.646717008078775280e+02,-7.715736872790255347e+02
-4.056104915732164073e+01,-3.474040921726253117e+01,-3.152843039699210976e+02,2.186823283715977766e+02,-3.546273846215055414e+02
3.485320387596323854e+01,5.417201104660377098e+01,-2.392551968853586004e+02,4.609752406174202406e+02,-6.241283580937608804e+02
3.031865723011180691e+01,4.806482853668275368e+01,-2.386224408999946149e+02,4.762375803874793405e+02,-5.964223115876434349e+02
-3.163559651011426510e+01,-6.833071720303551899e+01,2.969942563878686883e+02,9.208134160831546922e+01,-3.993900766864841785e+02
8.106179723332722631e+01,8.352291631910165393e+01,2.086826167015946965e+01,2.057315817518971244e+02,-4.153340630810628795e+02
3.059954654619297187e+01,4.909588957378527141e+01,-2.410619819870306060e+02,4.788440754707523297e+02,-5.998683729291800546e+02
3.791674007973216476e+01,3.146212042344808424e+01,3.684190265269008933e+02,3.957853675946194585e+02,-6.441096166501109792e+02
-1.660994402685334848e+01,-2.665592999255807882e+01,-3.229100312965042576e+02,1.706250828644639626e+02,-4.214349335561634007e+02
-2.320349739042213244e+01,-2.767261910025415617e+01,-3.255849388817146632e+02,1.808776133322851365e+02,-3.927724475318695454e+02
-2.058238947941810437e+01,-5.263779086347690850e+01,3.083940407885979198e+02,1.242805346105953532e+02,-3.163436863136203669e+02
3.008227549872929885e+01,4.772055174218733953e+01,-2.374947049399483205e+02,4.743324339664101217e+02,-5.948573472862558447e+02
