-1.712110265957041122e+02,9.578107600212037198e+01,-5.846072064965682813e+01,-1.396664230681460310e+02,-3.778188523256029612e+02
-3.137303540116291245e+01,-2.775942893568451364e+00,-1.510226331895333196e+01,-9.165637130701088608e+01,-1.248553255566672533e+02
2.846694288906324033e+01,-2.807447292149916152e+01,-1.353038222141135094e+01,-2.326893885173922740e+02,-3.547681562166407616e+02
6.265274247348283865e+01,-1.567532114352008250e+02,-3.765934194084725277e+02,-1.929077101782539501e+02,-9.368208585189236146e+02
-1.565138996479206241e+02,-3.919616424271296182e+02,2.406959057293019271e+02,-5.146372303935579566e+02,-1.563636547836750196e+03
-3.492403898933557684e+02,-8.176571127843087083e+01,-6.299778934517227214e+01,-6.028435744314489284e+02,-1.100837015589587281e+03
-7.180704668547834046e+01,-3.245986884571131270e+01,-1.573751748423812558e+01,-1.877228140532049849e+02,-2.539302850116283707e+02
-4.543137384110033850e+01,-1.457259461170000314e+01,-2.793652500669972394e+00,-1.238334168731849729e+02,-2.173004595819007250e+02
2.361290062409238555e+00,-1.848784980650102883e+00,-3.710128918311832447e-01,-1.087033825101803153e+01,-1.720648304868552358e+01
-1.398829472843643984e+01,-1.994395292218466764e+01,1.014064036052521445e+01,-4.733948956203806091e+01,-9.659358189018611540e+01
-8.906092269350943980e+01,1.101031291990618257e+02,-3.100687964052791656e+01,-3.444053659585218270e+02,-5.320979263597735098e+02
-2.467353015902164515e+01,-3.445007604119624744e+01,-1.694893486066469990e+01,-2.161556054229128279e+02,-3.306421535379120087e+02
-1.502804449654913554e+01,1.414355727253720545e+02,-3.191058612056399113e+01,-2.801896149628819899e+02,-3.841533800933816565e+02
1.119962179419155177e+02,-7.145280758392425469e+01,-6.707887335723836486e+01,-6.864257180184877143e+02,-1.120726880329492815e+03
-5.741473853479996592e+01,1.525072939190824570e+02,-3.572778461943365613e+01,-3.837204118688380277e+02,-6.001677168735086525e+02
-3.329828094289768892e+00,-1.322333451247259362e+01,-3.002535734153101377e+00,-4.081101104029742288e+01,-8.165048348953749269e+01
1.256432490642353628e+01,-2.667594173872328867e+01,1.722485836478314880e+01,-2.149354167934270095e+02,-4.079560096156149598e+02
-2.303273007988040355e+00,-3.676125759807262305e+00,-1.182838092512163897e+01,-7.331519664782724988e+01,-1.439142577451186185e+02
